request_phase,extraction_case_id,gabriel_request_id,gabriel_backend,gabriel_model,request_status,schema_valid,prompt_sha256,prompt_chars,input_page_count,input_text_chars,input_image_count,input_image_bytes,raw_prompt_saved,raw_response_saved,encoded_image_saved,response_sha256,response_chars,input_tokens,output_tokens,total_tokens,elapsed_seconds,error_type,error_message,credential_value_saved,authorization_header_saved
preflight_1000_quantitative_base_wage,cex1000_a1d9a51edbd3611bbd6db0fa,resp_053b3ae7626e3337006a6548aa33f48193904d90506e0de561,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,90a934e373e33292d83a1a8a55b7dde468e67159785ddcbbc201a60a206155a0,8198,4,4372,0,0,false,false,false,8006aa92c65083a0f376f363479f6614951ea11baa051b179c897ea0a4dc6713,2550,3806,891,4697,7.064056,,,false,false
preflight_1000_qualitative_mechanism,cex1000_33c44824f357c9463855503a,resp_0b666c78983e3882006a6548b0e100819091658d0233648fbe,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,f1a96e18dc81eb4366626dd2752159c578aec7198f89232863597f5bd35d3395,10330,6,5999,0,0,false,false,false,3504b8e39bbaa76ed72cd80362648c0725a8dae9f5e47dab8c5f77df4103e9c7,1081,3216,698,3914,12.047378,,,false,false
preflight_1000_mixed_quant_qual,cex1000_c58de708dde4fd15a33552c0,resp_09246d42c52a5807006a6548b611c08197b70de380c9882d6a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,d7ea08f4f19c6c54078d68ebfc85b279a09eede3f875ddcd4e84235819a65345,10332,6,5999,0,0,false,false,false,06906cba7845966c8dd1884a20a48ac22651d6cc1c05152c1333409e41ff6506,6718,3679,2421,6100,28.150023,,,false,false
preflight_1000_non_base_wage,cex1000_f5c9ee9a20150452392fef15,resp_0c5a822503c19e7c006a6548c63dcc8195aabf2b51e246d88b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,1a4c6449a4d39e3fe49aa37c9f117b35cd41f428bdedd34c3dee53bc4491d7e2,10352,6,5998,0,0,false,false,false,a542f3f5552f0ac6308682f14a6482e0be134128df81ed385ca8950f66b75254,4348,3596,1795,5391,41.855026,,,false,false
preflight_1000_reference_exclusion,cex1000_c2fd75f0f2204f109d4ee4f5,resp_0cdab46693620db9006a6548d3e37c8194a16aa222b83de292,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,0edff8cd5f349d5c85db0d61ae92cc3648eefaf565d4ce023b5fd692a79cd825,3309,1,164,1,34138,false,false,false,291fb49a8b0d922132dc580cdc9212203ff8a3cdbd6a296f888233ab1bd4978e,394,2937,160,3097,43.938456,,,false,false
preflight_1000_effective_date_or_classification_conflict,cex1000_a2a4a753588b930fb86f0d3d,resp_0d8120ada1ddef4e006a6548d5f0d48195a93cf28aa3f94a60,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,e2ef5a4a132f3c86328069c1dcd5178b3e913179e5c27e757bc1f379ad1eb8fd,10589,6,5994,0,0,false,false,false,3f5ba380b2de799635292d3466dfdf49d7577c167e4a2180e10718c94c33b745,2678,3473,963,4436,50.986290,,,false,false
live_1000,cex1000_4040fd998fa910c90e96a7b0,resp_00e2daf5f7fea5b8006a653ec280388197b9eae456a91f46ca,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,f717d7460832982b58093ef25f288d232420ccef5c1c8ba57b5b8e538f5cd08d,9731,6,5998,0,0,false,false,false,3d7cd6345050a5338313354474479c4cf6c3face6289a70819a87fe223812150,3864,2963,1444,4407,11.297980,,,false,false
live_1000,cex1000_cee7f90a88d41a5c0cf72655,resp_0e9bc9582e273484006a653ec273148197bc402ec50441a818,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,e0260ce64557c2dc81b046e698ae9bfaeac1547edce88e7dfbe51c843c4649aa,9766,6,5995,0,0,false,false,false,42b4b2975d886bcf7485ddbf2533e66f3ef7d2cf4f8d8d1e6cb465b859e391ae,516,2693,347,3040,3.509805,,,false,false
live_1000,cex1000_9dde3d6252346051f1d5dbb8,resp_0d8bf6f545fabb61006a653ec5eae48197a77013d28ae514db,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,7725f7981e53b3004db378ea78d6451422d9e2ee2e92a2940bdfa08eb3a256e3,9614,6,5998,0,0,false,false,false,782089d8f4ec8c147d22e321c5453d3ae4fbd310058f2b8c4d48827cebf4da2c,3647,3013,1046,4059,11.441561,,,false,false
live_1000,cex1000_0b3dd477daa190dfa2f465a5,resp_06e12aff109d75e3006a653ecd84e081938a26da7651d73417,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,601118dc60bacc6b0c9a2c5739455b534ba888dfe12afbc461cc4c545e8af75a,16281,6,5994,0,0,false,false,false,5ed78e5cf57c8842f7de945675cd08bfa93785444289ae516e4dae207ce51677,3025,6968,864,7832,17.748235,,,false,false
live_1000,cex1000_d49785a1e8b0754074687e97,resp_0e1f07b6873ccd48006a653ecdd61081968cd124f3bb200e02,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,88a660c7736123906bcdf1183f3bd123f0b230c2ffc7cdb8c48dbbea2dd8f71a,9619,6,5994,0,0,false,false,false,9399570befdf7f5d714112600f2ed7bd3e3ea5ac5b49b36b56c58a0e67b6d896,2316,2710,748,3458,17.590473,,,false,false
live_1000,cex1000_91c35bb9f1f4e143c0832b43,resp_07ae90040b4da3ec006a653ed3f75081908e7eec65a5c4d70d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,c4deb9e8da5f9b0d68196c9ea95ffc5075cbce9db38ae9bc78d32709006e979c,9707,6,5996,0,0,false,false,false,198efdd52dde0d8311e75b5d179c3109408aaa39e85d53a72f9772680d217a0a,1517,3043,526,3569,22.194725,,,false,false
live_1000,cex1000_c22e0ed75abf7e25e79dc42f,resp_091e8ca06d848fd1006a653ed430cc8194aab6cfb6ffc57677,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,927ab77c1e4df7963f95f22b9948132acbcb3e5a067670d2f9a14b1d9f232040,9691,6,5998,0,0,false,false,false,864005ce25acfec3e3550685d38742d644593ee22f2cf64aa4e889e9b1178ce0,3213,3123,1025,4148,26.082888,,,false,false
live_1000,cex1000_1f775de8bfc6ce16c76f0429,resp_0ccf13a6bfc6b1c7006a653ed899d88195b3ff713a8276ab7b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,6fdaa25f0b27f3b3433bc4b5b025f745b9a123792d7ec0f40990bed904bd130b,9640,6,5997,0,0,false,false,false,f2d35203873d5e31e3fbe8925824ada81f2594132f9c7b4cb948a99261573341,2293,2751,914,3665,28.929029,,,false,false
live_1000,cex1000_a4ae8fa6bb20888bad15883d,resp_0e06cb1872a79007006a653edc87bc81908dbe7e2ed744d70c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,a0169d59bc32b76091234ed2b99f993b97c6a80ee8cfffe4dff3201876b72908,9609,6,5998,0,0,false,false,false,201f8a34029ce314fbae17dadb7830a82986d936c06b1eb802815cb086bd0d65,2746,2812,886,3698,32.549100,,,false,false
live_1000,cex1000_7da9e33183e8248b80b73f66,resp_00673de4660eb4d7006a653edf4f248196bf7eb885b4370ac2,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4a28a63e2a5020f5be03c98ad2416aba088fd016e5b39d5f5dc7327104391647,9636,6,5997,0,0,false,false,false,d6e90847f4858f23e6915fb4dc8b893b917d1be4f65965e09078347be90857b5,2023,2954,707,3661,34.380991,,,false,false
live_1000,cex1000_7813100cc7a45785a490f6b9,resp_0c50cca1be776689006a653ee2f58c8194996c69114150e97a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,920217d67b3f1830cc47a3ed3208a965f18da2a48be9af69ca6e4ec2b0a9d48c,9618,6,5988,0,0,false,false,false,3bfcc7dfe89bd2220fcc4544a214fc4cd898727570281dfff93e44ae0ad16dc0,525,2921,287,3208,35.036118,,,false,false
live_1000,cex1000_ab8301515bbc2e8fba0d8807,resp_0374cf9082353b0f006a653ee4c51c8196811215b01c3b4c1f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,46afcd7c5226195ed99fba3580e2d9fd706e3546d51bb3b960026fa283f38683,9857,6,5999,0,0,false,false,false,4f8b7875c8c44e28bb09cca43df3eb5ff5ae51e1c18926538881bc06c6f2e52a,3366,2926,1069,3995,41.134985,,,false,false
live_1000,cex1000_00a02e8af692505a179b550e,resp_095e642ff5e95cb6006a653ee56eb481949a88f33389d26a12,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2783cff872bd1dd8e3cae445a47455f3baee3d2a4f0d0281bdab4853ecde6e26,9823,6,5998,0,0,false,false,false,2a6442ebde58c5fe7a70cf123b45feda9fb3f8a29938be155cba4bc029686cec,2533,2894,1124,4018,43.772895,,,false,false
live_1000,cex1000_d0cf4b66da08568c56971806,resp_033547a9471f82b7006a653eeb8fe88197a1f8354f55729544,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,cb30c126aaf14ddbeac67aed7b151b372c11e983956b97aeb02191b377d8fe93,9684,6,5994,0,0,false,false,false,802084ddcf25102bb638c706dba695c9efdfac46d57505078e22336924bb6213,3350,3422,1211,4633,48.918319,,,false,false
live_1000,cex1000_f5c9ee9a20150452392fef15,resp_0c951ed97429e627006a653eee370c81909a7536ec4540573a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,7ae92dc76a8174d2bac1f9944a4567129a00c2b61a0561ab622194a0bbc58bdd,9663,6,5998,0,0,false,false,false,02f0efa3d54bb4d32e96932f4b11431ece8a08026b58f985eb8bafb517bed9d5,4493,3470,1816,5286,55.061367,,,false,false
live_1000,cex1000_9c51085648e831dc1b96c60b,resp_04117ad040bc30d5006a653ef35a148194898152155183df0b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,917504b95c3db5e29be5f5ed5ce521803dd2afd7e465ac237cee54ce2ee5fba8,9662,6,5996,0,0,false,false,false,d1fafaa8840ba1506705cdc88820b754f2f736d0a268ea7468c0d099c2b258fc,7805,3091,2397,5488,63.711891,,,false,false
live_1000,cex1000_f3d27d2312ffef173b9f1168,resp_0d99e88718986a9c006a653ef97d408194acb4facba286b466,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2613b100bda9c742753406bc412687a67d2a5b599568c9e1b3c09c96444ba86f,9722,6,5998,0,0,false,false,false,e0b3b7b6e3e4d3747592c320ae669f46822bb7b220c155cd9cbef9d81a30f0ec,3460,3166,1255,4421,63.359711,,,false,false
live_1000,cex1000_f1be36d33fcf1c3839e8a97b,resp_05d6f64ead710fb9006a653f01c9b48194aa81fa8039cde263,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,d46eea32eaac1af7a3e83844cd206231955d979af09d99660a85c2e910ddf7f0,9899,6,5999,0,0,false,false,false,547605d617db2231e7b31ce67dd9b9865d57ee0f6ea308b38aaab54c4e8746e2,5301,3249,1708,4957,74.031709,,,false,false
live_1000,cex1000_5c1acdac8df4f58fa551f51e,resp_0b4059b39202b3fb006a653f0229688197a29e88552a0d357b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,b6ae96830d7f2688d514065cf47a9125a18eb3085d70613e0243f4f01f8c6272,9660,6,5999,0,0,false,false,false,8ce2219edf2d18964d66e388000cda096e9e13c477b9a5ab2e89938e563b993f,2707,3144,883,4027,69.591097,,,false,false
live_1000,cex1000_66fd40504285e5df2ac22a86,resp_077b69476edd1d2c006a653f0805d481969c33661ab3c226c3,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,48d8b4ca4bf627c0da275b59f8de166b74ddb3d70999487c2fb812fbccdeac4d,9740,6,5996,0,0,false,false,false,8c0dd17f579167e5845621680f0e9a96510e46dea8ff7e481a9579fe15d4cc7e,5103,3574,2076,5650,83.937980,,,false,false
live_1000,cex1000_07dbe36f564cf001de45f1a7,resp_0097dd9aec765390006a653f0c7f0c8193bd6b0edf97e54741,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,6f17a9acd081548167d0d54600961bed826cf0e582ec1b4c91229f0ef4b8be3d,9616,6,5996,0,0,false,false,false,83a487fb381a8c97a09ae3745c16d4ad2209fe0bfedf8d206f3a41c6571e2a06,3540,3013,1232,4245,81.889523,,,false,false
live_1000,cex1000_9e420138d824055aadda7c19,resp_02d2f099bea00763006a653f144d8881948157fec0514530a7,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,c25e9fe88eea72736fbe73aee3ca2c6b630091edc1443c4cc1dd7716bbab65f1,8756,6,5070,0,0,false,false,false,b299beb29d57b78b7b5e4389dd181f23364ffa40dfd8567d0706c401b07c6a13,2633,3103,798,3901,87.427948,,,false,false
live_1000,cex1000_04f7742b28b0ac09d0d450a1,resp_092dd2e78e905242006a653f16649081949ab217c2c21076a8,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,6a39d7265c431c28867845e151a1d018982c2f06e5d9b328faa9066affcf0f5c,9634,6,5960,0,0,false,false,false,36e72c0bee56089a6d3d379c77805899feddfcaecdfc5c907162278b11faf795,3002,3304,925,4229,90.155667,,,false,false
live_1000,cex1000_81fc99519469e6b7197edfd5,resp_060bec7c3e8961be006a653f19d7b08194b62e74a05c25d484,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,51f1ce6de33e32b24ac1b04140a0c89eedfd80dbb210ec2767ebd411533282c4,9703,6,5987,0,0,false,false,false,3ba9f19ec28d1d68fe47eef77d4d46389678e47912ae9c527074bdad7df0a47f,2690,3435,1017,4452,93.958018,,,false,false
live_1000,cex1000_ffa59ff33c99c839d59a7c9c,resp_0ca12572b3f3ac2b006a653f1c8e808190a7fd25a8a72331c5,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,d4b22e7e636dc5682fa5a42c0ef9c216247f7767c78894f91e7bffc5e85616f0,9598,6,5994,0,0,false,false,false,8c1103ee2319b5353b99d4f5fa646e2350191d91699fb911bb0b3a0a719634a3,1015,2717,433,3150,93.462477,,,false,false
live_1000,cex1000_7b9d3972a0a3ef7bc1c17327,resp_04bfabf4c15ca33f006a653f206f7c8190a10e5120ee804322,huit_openai_responses_direct_sdk,gpt-5.4-nano,schema_invalid,false,f8a6e16d0bdf485288c7e3b605b3a09751c69df3f707d4eb8373db7eef46ab81,9689,6,5998,0,0,false,false,false,4cf27821cc2ed8f0fd2a89e185a024cd9c29b3be9ed4435b700457ecf821b32a,4673,3016,1498,4514,12.465264,ValueError,non-base compensation is in quantitative array,false,false
live_1000,cex1000_c9936a8b0375adae050e6d6a,resp_039c6a42ba395bcd006a653f206df0819682aa6b65659aa059,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4b6dbb6924f5f8a1aab964436b1b35343a32a54f3f902768dd79356cc45e7adc,12373,6,5992,0,0,false,false,false,a9c83e2b47ae5707f59295dd3d262b0a3e97436caca15aff79e47c6454d7fb58,2978,4644,1022,5666,6.845403,,,false,false
live_1000,cex1000_112f0dde9973512693b27c40,resp_0ed2ea364577dbe4006a653f2738048196af35393f0f9c4e0d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,9a7a4c4800dd58aef628a44424dd1ca89217039e5f65f0be6dc9cb0978a1aae7,9653,6,5999,0,0,false,false,false,f076df517f064f7259eac5eef490bba4145facdbaeb10f340a06e31fd09f6bf3,4274,2805,1376,4181,16.153920,,,false,false
live_1000,cex1000_2139099a94743615c84f3e5e,resp_0493dc29bed35ed5006a653f2cd6688196ba672af8b6b50f22,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,9c25d95c2d64907995e3b9a1eb35aeef6a504313f4c66a0c76b77a70d83f6986,9694,6,5994,0,0,false,false,false,0a717069d9d6754ca08c5876526f89126ca3393065690132e3cd92f61a2722f8,8428,3208,2636,5844,28.726352,,,false,false
live_1000,cex1000_e1473f459a201cc031effd1b,resp_0f86bc391726228e006a653f308ac88195942b6866484c411f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,f7e4a6293f3faee1cc150f40eb0105691152ae2cc7d81ed04e7d0e010dc28e86,9744,6,5996,0,0,false,false,false,25ea21dc861768c09baeab3464eefbc812c7da639480ff5415bf8f50fe7ef4e6,4521,3239,1508,4747,25.883263,,,false,false
live_1000,cex1000_c22b1afeb74298f967b7d048,resp_073f9524e133a2e0006a653f3a3f7081959f8bd57b8cadafc5,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,d52073cb8e555e3336d6ea13ea328fe5f869f4475d792137069fd532ce2eda8d,9635,6,5997,0,0,false,false,false,bf65930db79e253b8e51901c4fc918e726c36210e4bbbb02682b8dfe7a151f5f,3517,3071,1077,4148,32.843057,,,false,false
live_1000,cex1000_7a8a6ea7762114be04f550f8,resp_0496e682d9ce0926006a653f3d17988194a53ca1208d59a72c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,28b21523e066d0a30cf74b010a341d48319f1d6a265e5f398d46184980d77e17,9609,6,5996,0,0,false,false,false,e909a95e49018ac83e691605b13e9d38f1b36ad630e50f107513f852f76d9a94,4082,2902,1547,4449,38.186000,,,false,false
live_1000,cex1000_5e1722f1b3525390fac093e2,resp_0e90add98138aad1006a653f4135bc8190ae3c31a82ffb947e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,929bb2b34049dbd09b38fc5da8a198c4cc9c762f8c133b4da18fc10241cee2db,9610,6,5999,0,0,false,false,false,81c38abae54abfaec68429e3c19f8c89780019d7783542b676a4e1881878c9e7,3127,2859,1191,4050,40.652520,,,false,false
live_1000,cex1000_6769bc0ac381397f00fcf33c,resp_0d798bdbb674f705006a653f468bf48193ae4bdbb998ba5f49,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,e17dc418570def8b6d6ccc644defb8bbe2e2a74b2a72161378f33dff8f5f480d,9650,6,5993,0,0,false,false,false,cadb72659d853238472fbd1484c9c961480f0b4ef69b175e2d0c84555d561a57,2308,3117,682,3799,42.828943,,,false,false
live_1000,cex1000_1f246119680dcc27599bec04,resp_0dc3a164c383e2f1006a653f4909d08193880c1de0bbd318db,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,979ceb104898108e8cf35b35823435521b059d4a832e0845588ec73539bdfc0b,9690,6,5995,0,0,false,false,false,0d2fda002797cbd1ccb985b5d86090b7d30ee538da1d7b7b4bbf9d94dbc8e199,3156,3066,1226,4292,50.176816,,,false,false
live_1000,cex1000_4c4974544ece48d95021df22,resp_00dfb6bde1ed3c33006a653f4b30f081958c5f05e7401c07d7,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,600e10063a7ec2846c38dd8222fbe89d6e765a9bec2b1626a469bd03a0a7f955,9698,6,5996,0,0,false,false,false,52d30b0d44440417b312f0abaf5f533c475a77672eab4b13fe2d9402f42cd860,2466,3071,809,3880,48.558589,,,false,false
live_1000,cex1000_f3ec845e3ae93109a5e7df4d,resp_07c0cbfa0432a85c006a653f50eca88195abc7595c8aaf75ab,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4176a78b78403445aa1f8b29395e9a5d81ef8a0eeffad81f5c82c265693f15a5,9656,6,5996,0,0,false,false,false,ddd9fc805c925c6e0a67e76fca190881dae0f1201026c6b65a7aa1593edb4cc9,988,3320,466,3786,52.322985,,,false,false
live_1000,cex1000_81d32ddd9323d4b94b8ed2a2,resp_01554ae268b1f4ad006a653f5288548193b6eccc25f303f36b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,8436b6113ef6355ba132acf4e5b9dbd93c96e30272389b31d5104a083b956cf0,9618,6,5998,0,0,false,false,false,e5e624c7514419f994bca356850c72be5cf44eb8b6aa72d1ee0431c9ad3c76db,4892,3035,1615,4650,60.429886,,,false,false
live_1000,cex1000_fca5d19d4cc50bf5951e9f6c,resp_0377be99f9aa21f3006a653f54b03481968a044fd9f5ce5a5e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,7701b3e22cfddfff54c799f4aef00f566f3db1b8098583f5a73ad64dc6a686aa,9784,6,5999,0,0,false,false,false,97fc11a1db8c7ae6da4cea522deda8d440fff5f433c5987b59367d39d091bf09,2951,2907,1281,4188,60.476845,,,false,false
live_1000,cex1000_9fe447b67cb5179ad7f046e2,resp_0d976eb3a7811aa2006a653f5ccff48197b2d94031d9bffa65,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,da0e90198958097bfed5d307d8ea6d908e035ac30b7ff4b1a290a604ef5e16b7,9606,6,5998,0,0,false,false,false,d364230c338221e1afa9e76df2fee917ba030e252643287b0f4a4ffb5f5b4494,3634,2770,1159,3929,68.233234,,,false,false
live_1000,cex1000_3a5823a606b4490d894e2541,resp_06d847a085c99a3e006a653f5cda8481939d10322dd2d78fb2,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,f5d956182723fda46a32d713e9022e2476b48f8260ab9c4fb393b779d543865f,11222,6,5996,0,0,false,false,false,ebe253acd0c186f2ad6f2ac151232d279877143ac89257dd52444e6ba2e15d08,2685,3853,855,4708,67.291797,,,false,false
live_1000,cex1000_9ab984c44270682b5b30e983,resp_03805e4585d72354006a653f63aba88190ab6811293c493d10,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,ed395f74bb35f8d36bed1c3e4921af705863cb6b4736731589f242f6db2a3b8d,5983,4,2831,0,0,false,false,false,3545774f3e3c4f2fe43e3bdf24015cd3d7ca9f3eb2e7aaefff6329942cc3d8da,1220,2132,399,2531,70.495618,,,false,false
live_1000,cex1000_a042153bd5db1b40e5bdfb1c,resp_09be764f06209041006a653f649b9481909bd4022adbef2a85,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,fc1e0246b5b3cd4e3daff73a94f929cb6fd0cb7f452eaa466043d0bfa7da9b65,9637,6,5990,0,0,false,false,false,2db5faba9e2118b4a40e17998dc11d248606334472e6c5f544b5f74814175d13,3051,2983,991,3974,74.856800,,,false,false
live_1000,cex1000_875fd219232b9380546d3864,resp_00d15872f2e56766006a653f66dc788194b504dab28e23df4b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,860680585cf05cf8726db4f4757a23427b0f72f3d1a48b10359fce765b8b2337,9591,6,5999,0,0,false,false,false,b88f75721022ef11747caf8f20239358221a2db808fd007c4a867251bae79519,2724,3053,938,3991,77.005984,,,false,false
live_1000,cex1000_60a9d5f772fa1c9d45404148,resp_01950f9b0826d440006a653f6b3abc8196b12a0130a1e20d2f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4f23f655ed6e5f15c7c7086130e4185d1d256327a912159322f8a19494d57c66,9621,6,5996,0,0,false,false,false,4dc0a4aa6a438787b5ac1220ea109e5c8b0a4ebfeff03e25c2bf71b486d1adeb,2382,2963,768,3731,80.179127,,,false,false
live_1000,cex1000_cdabe33085b4f593e7d61536,resp_052a33ac73801598006a653f6d60ac8194acc22d8a5eebb50f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,f84961c265670e5ff39ed6bdf5591170bb88635f1660cb77b5833c0f292031cc,9665,6,5999,0,0,false,false,false,7906002578e3bc515dfbd9d5ca4a125bc2b775a61a266844366b934c0104dbf2,1846,3043,546,3589,81.284583,,,false,false
live_1000,cex1000_d1ceb67b1c8248a697f854bd,resp_07af7ad1612b6152006a653f7091188195a158d367b68e4797,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,18067e0725373de2c2ef4279965a3e05037a438f52abd974da0aa596516d021e,9651,6,5998,0,0,false,false,false,ee829c22c2a16f19f20f87cb41d912580737c3b6ae076e638e0c691b08aa9eb7,2544,2873,1320,4193,88.488195,,,false,false
live_1000,cex1000_4dcf958b0456ad7f5ae10773,resp_04594caf82f63709006a653f71ad488197b13749ae1b824fe3,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,e55e7c237ee99b2de8c0a8a15236ea2e46c0391bed83b7dc34cddeef6fee2456,9741,6,5999,0,0,false,false,false,c7695db296d2181b7e66a609bae685b3b0f82835a5d1b7b8bae63ab5c705937d,3851,2875,1541,4416,90.885076,,,false,false
live_1000,cex1000_a57bc302f654f4003cfa9a71,resp_0691016e05fa39ac006a653f78db688195b31a35f2cffc602c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,314d5cbecbafc7fae2dab8d13475596af12691f6b27e6a375e6fc823f9347476,9636,6,5999,0,0,false,false,false,b280403cf0b453d9c8c7732f29b70bf61e73057a210f387f4f69be5766c809c7,2021,2832,1018,3850,95.090147,,,false,false
