wave_id,priority_rank,state,municipality,municipality_id,census_gov_id,government_name,government_type,geography_type,population,county_relationship_count,multi_county_flag,county_context_summary,selection_bucket,selection_reason,claim_or_source_need_connection,expected_units_to_search,verification_notes,recommended_scout_status,already_scouted_status,coverage_status_before_run,scout_purpose,anchor_cycle,known_source_cycle_exclusions,known_source_notes,known_source_urls
NY25-2026-07-20,1,NY,Buffalo,ny_buffalo,186634,CITY OF BUFFALO,municipal,place,274678,1,no,Erie County [36029; county; government-units-primary=yes; basis=2020_place_by_county],claim_register_anchor,Manifest priority 19 / NST-2026-07-12-016: next untouched high-priority national claim target and a major western-New York municipal employer.,CLM-2026-07-12-01;CLM-2026-07-12-04;CLM-2026-07-12-05;CLM-2026-07-12-06;CLM-2026-07-12-07; H1;H2;H3;H4;H5;H7,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF BUFFALO employer and Census ID 186634, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Erie County, the State of New York, school districts, MTA/transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, universities, regional bodies, or private providers.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF BUFFALO canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF BUFFALO source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
NY25-2026-07-20,2,NY,Rochester,ny_rochester,131239,CITY OF ROCHESTER,municipal,place,207274,1,no,Monroe County [36055; county; government-units-primary=yes; basis=2020_place_by_county],claim_register_anchor,Manifest priority 20 / NST-2026-07-12-017: next untouched high-priority national claim target and a large Finger Lakes municipal employer.,CLM-2026-07-12-01;CLM-2026-07-12-04;CLM-2026-07-12-05;CLM-2026-07-12-06;CLM-2026-07-12-07; H1;H2;H3;H4;H5;H7,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF ROCHESTER employer and Census ID 131239, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Monroe County, the State of New York, school districts, MTA/transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, universities, regional bodies, or private providers.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF ROCHESTER canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF ROCHESTER source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
NY25-2026-07-20,3,NY,Syracuse,ny_syracuse,170582,CITY OF SYRACUSE,municipal,place,145560,1,no,Onondaga County [36067; county; government-units-primary=yes; basis=2020_place_by_county],claim_register_anchor,Manifest priority 21 / NST-2026-07-12-018: next untouched high-priority national claim target and a central-New York municipal anchor.,CLM-2026-07-12-01;CLM-2026-07-12-04;CLM-2026-07-12-05;CLM-2026-07-12-06;CLM-2026-07-12-07; H1;H2;H3;H4;H5;H7,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF SYRACUSE employer and Census ID 170582, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Onondaga County, the State of New York, school districts, MTA/transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, universities, regional bodies, or private providers.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF SYRACUSE canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF SYRACUSE source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
NY25-2026-07-20,4,NY,Yonkers,ny_yonkers,109593,CITY OF YONKERS,municipal,place,207657,1,no,Westchester County [36119; county; government-units-primary=yes; basis=2020_place_by_county],claim_register_anchor,Manifest priority 22 / NST-2026-07-12-019: next untouched high-priority national claim target and the largest selected Westchester municipal employer.,CLM-2026-07-12-01;CLM-2026-07-12-04;CLM-2026-07-12-05;CLM-2026-07-12-06;CLM-2026-07-12-07; H1;H2;H3;H4;H5;H7,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF YONKERS employer and Census ID 109593, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Westchester County, the State of New York, school districts, MTA/transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, universities, regional bodies, or private providers.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF YONKERS canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF YONKERS source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
NY25-2026-07-20,5,NY,Albany,ny_albany,170440,CITY OF ALBANY,municipal,place,101228,1,no,Albany County [36001; county; government-units-primary=yes; basis=2020_place_by_county],claim_register_anchor,Manifest priority 23 / NST-2026-07-12-020: next untouched high-priority national claim target and the state-capital municipal employer.,CLM-2026-07-12-01;CLM-2026-07-12-04;CLM-2026-07-12-05;CLM-2026-07-12-06;CLM-2026-07-12-07; H1;H2;H3;H4;H5;H7,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF ALBANY employer and Census ID 170440, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Albany County, the State of New York, school districts, MTA/transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, universities, regional bodies, or private providers.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF ALBANY canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF ALBANY source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
NY25-2026-07-20,6,NY,New York,cog_2025_194805,194805,CITY OF NEW YORK,municipal,place,8258035,5,yes,Bronx County [36005; county; government-units-primary=no; basis=2020_place_by_county] | Kings County [36047; county; government-units-primary=no; basis=2020_place_by_county] | New York County [36061; county; government-units-primary=yes; basis=2020_place_by_county] | Queens County [36081; county; government-units-primary=no; basis=2020_place_by_county] | Richmond County [36085; county; government-units-primary=no; basis=2020_place_by_county],large_city_state_anchor,Manifest priority 73: the nation's largest municipal employer and a five-borough administrative anchor for within-state replication.,CLM-2026-07-12-01; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-06; CLM-2026-07-12-07; H1; H2; H3; H4; H5; H7,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF NEW YORK employer and Census ID 194805, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Bronx County/Kings County/New York County/Queens County/Richmond County, the State of New York, school districts, MTA/transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, universities, regional bodies, or private providers.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF NEW YORK canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF NEW YORK source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
NY25-2026-07-20,7,NY,Utica,cog_2025_194800,194800,CITY OF UTICA,municipal,place,63607,1,no,Oneida County [36065; county; government-units-primary=yes; basis=2020_place_by_county],mid_city_comparison_candidate,Manifest priority 74: Mohawk Valley city selected as a smaller within-state replication around the five claim anchors.,CLM-2026-07-12-01; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-06; CLM-2026-07-12-07; H1; H2; H3; H4; H5; H7,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF UTICA employer and Census ID 194800, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Oneida County, the State of New York, school districts, MTA/transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, universities, regional bodies, or private providers.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF UTICA canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF UTICA source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
NY25-2026-07-20,8,NY,Schenectady,cog_2025_208850,208850,CITY OF SCHENECTADY,municipal,place,68544,1,no,Schenectady County [36093; county; government-units-primary=yes; basis=2020_place_by_county],mid_city_comparison_candidate,Manifest priority 75: Capital Region industrial city adding an employer distinct from Albany and Troy.,CLM-2026-07-12-01; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-06; CLM-2026-07-12-07; H1; H2; H3; H4; H5; H7,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF SCHENECTADY employer and Census ID 208850, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Schenectady County, the State of New York, school districts, MTA/transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, universities, regional bodies, or private providers.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF SCHENECTADY canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF SCHENECTADY source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
NY25-2026-07-20,9,NY,White Plains,cog_2025_131303,131303,CITY OF WHITE PLAINS,municipal,place,61288,1,no,Westchester County [36119; county; government-units-primary=yes; basis=2020_place_by_county],mid_city_comparison_candidate,Manifest priority 76: Westchester administrative center selected for suburban municipal-employer comparison.,CLM-2026-07-12-01; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-06; CLM-2026-07-12-07; H1; H2; H3; H4; H5; H7,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF WHITE PLAINS employer and Census ID 131303, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Westchester County, the State of New York, school districts, MTA/transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, universities, regional bodies, or private providers.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF WHITE PLAINS canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF WHITE PLAINS source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
NY25-2026-07-20,10,NY,New Rochelle,cog_2025_170680,170680,CITY OF NEW ROCHELLE,municipal,place,83742,1,no,Westchester County [36119; county; government-units-primary=yes; basis=2020_place_by_county],large_city_state_anchor,Manifest priority 77: large Westchester city providing a second downstate municipal comparison outside New York City.,CLM-2026-07-12-01; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-06; CLM-2026-07-12-07; H1; H2; H3; H4; H5; H7,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF NEW ROCHELLE employer and Census ID 170680, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Westchester County, the State of New York, school districts, MTA/transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, universities, regional bodies, or private providers.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF NEW ROCHELLE canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF NEW ROCHELLE source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
NY25-2026-07-20,11,NY,Mount Vernon,cog_2025_186665,186665,CITY OF MOUNT VERNON,municipal,place,71168,1,no,Westchester County [36119; county; government-units-primary=yes; basis=2020_place_by_county],large_city_state_anchor,Large unscouted Westchester city selected to deepen downstate safety/non-safety comparison without using a town or special district.,State-scale NY safety/non-safety matched-cycle discovery; regional replication for wage-gap and bargaining-mechanism hypotheses.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF MOUNT VERNON employer and Census ID 186665, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Westchester County, the State of New York, school districts, MTA/transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, universities, regional bodies, or private providers.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF MOUNT VERNON canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF MOUNT VERNON source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
NY25-2026-07-20,12,NY,Troy,cog_2025_131273,131273,CITY OF TROY,municipal,place,50607,1,no,Rensselaer County [36083; county; government-units-primary=yes; basis=2020_place_by_county],mid_city_comparison_candidate,Capital Region city selected to compare an independent municipal employer with nearby Albany and Schenectady.,State-scale NY safety/non-safety matched-cycle discovery; regional replication for wage-gap and bargaining-mechanism hypotheses.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF TROY employer and Census ID 131273, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Rensselaer County, the State of New York, school districts, MTA/transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, universities, regional bodies, or private providers.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF TROY canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF TROY source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
